name,rating,price,type,color,power supply,side panel,"external 5.25"" bays","internal 3.5"" bays",link
Lian Li PC-P50 ATX Mid Tower Case,,,ATX Mid Tower,Black / White,None,Acrylic,9,3,https://www.amazon.com/s?k=Lian+Li+PC-P50+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-C37B HTPC Case,,,HTPC,Black,None,None,1,2,https://www.amazon.com/s?k=Lian+Li+PC-C37B+HTPC+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-C32B HTPC Case,,,HTPC,Black,None,None,2,4,https://www.amazon.com/s?k=Lian+Li+PC-C32B+HTPC+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-C34F HTPC Case,,,HTPC,Black,None,None,2,4,https://www.amazon.com/s?k=Lian+Li+PC-C34F+HTPC+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-T7 Mini ITX Test Bench Case,,,Mini ITX Test Bench,Black,None,None,1,1,https://www.amazon.com/s?k=Lian+Li+PC-T7+Mini+ITX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V2120 ATX Full Tower Case,,,ATX Full Tower,Black,None,None,5,10,https://www.amazon.com/s?k=Lian+Li+PC-V2120+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V351 MicroATX Desktop Case,,,MicroATX Desktop,Silver,None,None,2,2,https://www.amazon.com/s?k=Lian+Li+PC-V351+MicroATX+Desktop+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V352 MicroATX Desktop Case,,,MicroATX Desktop,Silver,None,None,2,3,https://www.amazon.com/s?k=Lian+Li+PC-V352+MicroATX+Desktop+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V352 MicroATX Desktop Case,,,MicroATX Desktop,Red,None,None,2,3,https://www.amazon.com/s?k=Lian+Li+PC-V352+MicroATX+Desktop+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V354 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Silver,None,None,1,7,https://www.amazon.com/s?k=Lian+Li+PC-V354+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool M40 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,None,2,2,https://www.amazon.com/s?k=Aerocool+M40+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Plorer ATX Mid Tower Case,3.0,,ATX Mid Tower,Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Apevia+X-Plorer+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Cruiser Silver ATX Mid Tower Case,4.0,,ATX Mid Tower,Silver,None,Acrylic,4,5,https://www.amazon.com/s?k=Apevia+X-Cruiser+Silver+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Cruiser2 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black / Silver,None,Acrylic,4,5,https://www.amazon.com/s?k=Apevia+X-Cruiser2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Cruiser2 ATX Mid Tower Case,,,ATX Mid Tower,Green / Silver,None,Acrylic,4,5,https://www.amazon.com/s?k=Apevia+X-Cruiser2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Cruiser2 ATX Mid Tower Case,,,ATX Mid Tower,Pink / Silver,None,Acrylic,4,5,https://www.amazon.com/s?k=Apevia+X-Cruiser2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Dreamer3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,6,https://www.amazon.com/s?k=Apevia+X-Dreamer3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-QPack MicroATX Desktop Case w/420 W Power Supply,,,MicroATX Desktop,Black,420 W,Acrylic,2,2,https://www.amazon.com/s?k=Apevia+X-QPack+MicroATX+Desktop+Case+w%2F420+W+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia X-QPack2 MicroATX Desktop Case w/500 W Power Supply,,,MicroATX Desktop,Black,500 W,Acrylic,2,2,https://www.amazon.com/s?k=Apevia+X-QPack2+MicroATX+Desktop+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia X-QPack2 MicroATX Desktop Case w/500 W Power Supply,,,MicroATX Desktop,Black,500 W,None,2,2,https://www.amazon.com/s?k=Apevia+X-QPack2+MicroATX+Desktop+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia X-Telstar-Jr S-Type ATX Mid Tower Case,,,ATX Mid Tower,Black / Red,None,None,5,3,https://www.amazon.com/s?k=Apevia+X-Telstar-Jr+S-Type+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Antec P183 V3 ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,None,4,6,https://www.amazon.com/s?k=Antec+P183+V3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT M59 - 001BK ATX Mid Tower Case,3.8,,ATX Mid Tower,Black,None,Acrylic,4,7,https://www.amazon.com/s?k=NZXT+M59+-+001BK+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
HEC 6K28BB8F MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,None,2,2,https://www.amazon.com/s?k=HEC+6K28BB8F+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Apex TX-381-C MicroATX Mid Tower Case,4.3,,MicroATX Mid Tower,Black,None,None,2,4,https://www.amazon.com/s?k=Apex+TX-381-C+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apex PC-373-C ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,5,https://www.amazon.com/s?k=Apex+PC-373-C+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
HEC 6T18BB MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,None,2,1,https://www.amazon.com/s?k=HEC+6T18BB+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
HEC 7K09BBA30FNRX HTPC Case w/300 W Power Supply,,,HTPC,Black,300 W,None,1,1,https://www.amazon.com/s?k=HEC+7K09BBA30FNRX+HTPC+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
HEC 7K09BBA30FNRX HTPC Case w/300 W Power Supply,,,HTPC,Black,300 W,None,1,1,https://www.amazon.com/s?k=HEC+7K09BBA30FNRX+HTPC+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
Broadway Com Corp 1243MA ATX Mini Tower Case w/500 W Power Supply,,,ATX Mini Tower,Black,500 W,None,2,2,https://www.amazon.com/s?k=Broadway+Com+Corp+1243MA+ATX+Mini+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
NZXT Apollo ATX Mid Tower Case,1.0,,ATX Mid Tower,Silver / Black,None,Acrylic,5,4,https://www.amazon.com/s?k=NZXT+Apollo+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT Lexa Blackline ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=NZXT+Lexa+Blackline+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apex DM-318 HTPC Case w/275 W Power Supply,,,HTPC,Black,275 W,None,1,1,https://www.amazon.com/s?k=Apex+DM-318+HTPC+Case+w%2F275+W+Power+Supply&tag=bgfg-pc-builder-us-20
Apex PC-302-C ATX Mid Tower Case,,,ATX Mid Tower,Black / Silver,None,None,4,4,https://www.amazon.com/s?k=Apex+PC-302-C+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apex PC-389-C ATX Mid Tower Case,4.5,,ATX Mid Tower,Black,None,None,3,4,https://www.amazon.com/s?k=Apex+PC-389-C+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apex TX-519-35 MicroATX Mid Tower Case w/350 W Power Supply,,,MicroATX Mid Tower,Black,350 W,None,2,4,https://www.amazon.com/s?k=Apex+TX-519-35+MicroATX+Mid+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power CA-1015CR25 MicroATX Slim Case w/250 W Power Supply,,,MicroATX Slim,Black / Red,250 W,None,1,1,https://www.amazon.com/s?k=Athena+Power+CA-1015CR25+MicroATX+Slim+Case+w%2F250+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power CA-1015CR40 MicroATX Slim Case w/400 W Power Supply,,,MicroATX Slim,Black / Red,400 W,None,1,1,https://www.amazon.com/s?k=Athena+Power+CA-1015CR40+MicroATX+Slim+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power CA-1015IS25 MicroATX Slim Case w/250 W Power Supply,,,MicroATX Slim,Black / Silver,250 W,None,1,1,https://www.amazon.com/s?k=Athena+Power+CA-1015IS25+MicroATX+Slim+Case+w%2F250+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power CA-1015IS40 MicroATX Slim Case w/400 W Power Supply,,,MicroATX Slim,Black / Silver,400 W,None,1,1,https://www.amazon.com/s?k=Athena+Power+CA-1015IS40+MicroATX+Slim+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power CA-601B95 ATX Full Tower Case w/950 W Power Supply,,,ATX Full Tower,Black,950 W,None,4,4,https://www.amazon.com/s?k=Athena+Power+CA-601B95+ATX+Full+Tower+Case+w%2F950+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power CA-601YW80 ATX Full Tower Case w/800 W Power Supply,,,ATX Full Tower,Yellow,800 W,Acrylic,4,4,https://www.amazon.com/s?k=Athena+Power+CA-601YW80+ATX+Full+Tower+Case+w%2F800+W+Power+Supply&tag=bgfg-pc-builder-us-20
Diablotek CPA-6170 ATX Mid Tower Case,3.3,,ATX Mid Tower,Black,None,None,4,5,https://www.amazon.com/s?k=Diablotek+CPA-6170+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Athenatech A1089BR.150 Mini ITX Tower Case w/150 W Power Supply,,,Mini ITX Tower,Black / Red,150 W,None,1,1,https://www.amazon.com/s?k=Athenatech+A1089BR.150+Mini+ITX+Tower+Case+w%2F150+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athenatech A1089HG.150 Mini ITX Tower Case w/150 W Power Supply,4.0,,Mini ITX Tower,Black,150 W,None,1,1,https://www.amazon.com/s?k=Athenatech+A1089HG.150+Mini+ITX+Tower+Case+w%2F150+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athenatech A301BS.400 MicroATX Mini Tower Case w/400 W Power Supply,,,MicroATX Mini Tower,Black / Silver,400 W,None,2,1,https://www.amazon.com/s?k=Athenatech+A301BS.400+MicroATX+Mini+Tower+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athenatech A3712BB.450 ATX Mid Tower Case w/450 W Power Supply,,,ATX Mid Tower,Black,450 W,None,2,2,https://www.amazon.com/s?k=Athenatech+A3712BB.450+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athenatech A4224BB.400 ATX Mid Tower Case w/400 W Power Supply,,,ATX Mid Tower,Black,400 W,None,4,4,https://www.amazon.com/s?k=Athenatech+A4224BB.400+ATX+Mid+Tower+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
Athenatech A605BL.450 ATX Mid Tower Case w/430 W Power Supply,,,ATX Mid Tower,Black / Blue,430 W,None,4,3,https://www.amazon.com/s?k=Athenatech+A605BL.450+ATX+Mid+Tower+Case+w%2F430+W+Power+Supply&tag=bgfg-pc-builder-us-20
Dynapower C05.N17.M158 ATX Mini Tower Case w/430 W Power Supply,,,ATX Mini Tower,Silver / Black,430 W,None,2,1,https://www.amazon.com/s?k=Dynapower+C05.N17.M158+ATX+Mini+Tower+Case+w%2F430+W+Power+Supply&tag=bgfg-pc-builder-us-20
Dynapower C05.N63.M158 ATX Mini Tower Case w/430 W Power Supply,,,ATX Mini Tower,Black,430 W,None,2,1,https://www.amazon.com/s?k=Dynapower+C05.N63.M158+ATX+Mini+Tower+Case+w%2F430+W+Power+Supply&tag=bgfg-pc-builder-us-20
Dynapower CS-NH3A-C760 ATX Mid Tower Case w/430 W Power Supply,,,ATX Mid Tower,White,430 W,None,4,4,https://www.amazon.com/s?k=Dynapower+CS-NH3A-C760+ATX+Mid+Tower+Case+w%2F430+W+Power+Supply&tag=bgfg-pc-builder-us-20
Foxconn TLM-566(H+A)+ISO-400-4SS MicroATX Mid Tower Case w/300 W Power Supply,,,MicroATX Mid Tower,Black / Silver,300 W,None,2,4,https://www.amazon.com/s?k=Foxconn+TLM-566%28H%2BA%29%2BISO-400-4SS+MicroATX+Mid+Tower+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
Foxconn TW-689 (H+A)+ISO-450 MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black / Silver,350 W,None,2,2,https://www.amazon.com/s?k=Foxconn+TW-689+%28H%2BA%29%2BISO-450+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
Gigabyte Sumo 4112 ATX Full Tower Case,,,ATX Full Tower,Black,None,None,4,5,https://www.amazon.com/s?k=Gigabyte+Sumo+4112+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Gigabyte GZ-AA2CB-SNS ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,5,3,https://www.amazon.com/s?k=Gigabyte+GZ-AA2CB-SNS+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Gigabyte GZ-KF03B ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Gigabyte+GZ-KF03B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win Android ATX Mid Tower Case,,,ATX Mid Tower,Black / Silver,None,None,5,3,https://www.amazon.com/s?k=In+Win+Android+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win EM033.T350BL ATX Mini Tower Case,,,ATX Mini Tower,Black,None,None,2,2,https://www.amazon.com/s?k=In+Win+EM033.T350BL+ATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
In Win Griffin ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,5,https://www.amazon.com/s?k=In+Win+Griffin+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win BK623 MicroATX Desktop Case w/300 W Power Supply,,,MicroATX Desktop,Black,300 W,None,1,1,https://www.amazon.com/s?k=In+Win+BK623+MicroATX+Desktop+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win IW-F430.RL ATX Mid Tower Case,,,ATX Mid Tower,Red / White,None,None,4,3,https://www.amazon.com/s?k=In+Win+IW-F430.RL+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win IW-Z638T.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+IW-Z638T.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win Ironclad ATX Full Tower Case,,,ATX Full Tower,Black / White,None,None,5,6,https://www.amazon.com/s?k=In+Win+Ironclad+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
In Win Maelstrom ATX Full Tower Case,,,ATX Full Tower,Black,None,None,5,6,https://www.amazon.com/s?k=In+Win+Maelstrom+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Iceberg ATX Mid Tower Case,,,ATX Mid Tower,Silver,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Iceberg+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Tornado ATX Mid Tower Case,1.0,,ATX Mid Tower,Black / Blue,None,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Tornado+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Atlas ATX-295WB ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Atlas+ATX-295WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Smilodon ATX-612WB ATX Mid Tower Case w/500 W Power Supply,3.0,,ATX Mid Tower,Black,500 W,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Smilodon+ATX-612WB+ATX+Mid+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Aura ATX-927WB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,5,3,https://www.amazon.com/s?k=Raidmax+Aura+ATX-927WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Eclipse ATX-989WBBL ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,5,3,https://www.amazon.com/s?k=Raidmax+Eclipse+ATX-989WBBL+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone FT03 MicroATX Mini Tower Case,4.0,,MicroATX Mini Tower,Silver / Black,None,None,N/A,3,https://www.amazon.com/s?k=Silverstone+FT03+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone RV01-BW ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,5,6,https://www.amazon.com/s?k=Silverstone+RV01-BW+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone RV02B-EW ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,5,5,https://www.amazon.com/s?k=Silverstone+RV02B-EW+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone SG04B-F MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,None,1,2,https://www.amazon.com/s?k=Silverstone+SG04B-F+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone SG07-B Mini ITX Desktop Case w/600 W Power Supply,,,Mini ITX Desktop,Black / Gray,600 W,None,N/A,1,https://www.amazon.com/s?k=Silverstone+SG07-B+Mini+ITX+Desktop+Case+w%2F600+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sunbeam AC9B-T ATX Mid Tower Case,,,ATX Mid Tower,Clear,None,None,9,4,https://www.amazon.com/s?k=Sunbeam+AC9B-T+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sunbeam ACUF-HUVB ATX Mid Tower Case,,,ATX Mid Tower,Clear,None,None,2,2,https://www.amazon.com/s?k=Sunbeam+ACUF-HUVB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
XClio A380COLOR ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,5,6,https://www.amazon.com/s?k=XClio+A380COLOR+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
XClio WTBK ADVANCED ATX Full Tower Case,,,ATX Full Tower,Black,None,None,5,6,https://www.amazon.com/s?k=XClio+WTBK+ADVANCED+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Xigmatek Asgard II ATX Mid Tower Case,1.0,,ATX Mid Tower,Black,None,None,4,5,https://www.amazon.com/s?k=Xigmatek+Asgard+II+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Athenatech A3708BS.450 HTPC Case w/450 W Power Supply,,,HTPC,Black,450 W,None,2,3,https://www.amazon.com/s?k=Athenatech+A3708BS.450+HTPC+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
HEC HX210 MicroATX Mini Tower Case,3.3,,MicroATX Mini Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=HEC+HX210+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Nova Mesh TG ATX Mid Tower Case,5.0,,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=BitFenix+Nova+Mesh+TG+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax Cobalt ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=GameMax+Cobalt+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax Fortress Air ATX Full Tower Case,,,ATX Full Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=GameMax+Fortress+Air+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax Knight ATX Mid Tower Case,3.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=GameMax+Knight+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax Muted ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=GameMax+Muted+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax Solar ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=GameMax+Solar+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax Vanguard VR2 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tinted Acrylic,2,2,https://www.amazon.com/s?k=GameMax+Vanguard+VR2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Deepcool Earlkase RGB V2 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Deepcool+Earlkase+RGB+V2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
KOLINK Levante ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=KOLINK+Levante+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
RAIJINTEK METIS EVO TGS Mini ITX Desktop Case,,$129.90,Mini ITX Desktop,Blue,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=RAIJINTEK+METIS+EVO+TGS+Mini+ITX+Desktop+Case&tag=bgfg-pc-builder-us-20
Rosewill SRM-01B MicroATX Mini Tower Case w/450 W Power Supply,,,MicroATX Mini Tower,Black,450 W,None,1,2,https://www.amazon.com/s?k=Rosewill+SRM-01B+MicroATX+Mini+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Tyrfing V2 ATX Mid Tower Case,3.0,,ATX Mid Tower,Black,None,Acrylic,2,3,https://www.amazon.com/s?k=Rosewill+Tyrfing+V2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill Zircon T ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,1,3,https://www.amazon.com/s?k=Rosewill+Zircon+T+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
KOLINK BIG CHUNGUS ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=KOLINK+BIG+CHUNGUS+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Monster II SE ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,2,2,https://www.amazon.com/s?k=Raidmax+Monster+II+SE+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
SilentiumPC Regnum RG4 ATX Mid Tower Case,,,ATX Mid Tower,White / Black,None,None,2,3,https://www.amazon.com/s?k=SilentiumPC+Regnum+RG4+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win 216 ATX Mid Tower Case,,,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=In+Win+216+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Azza ARC 241 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=Azza+ARC+241+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Antec Striker Phantom Gaming Edition Mini ITX Desktop Case,,,Mini ITX Desktop,White / Black,None,Tempered Glass,N/A,N/A,https://www.amazon.com/s?k=Antec+Striker+Phantom+Gaming+Edition+Mini+ITX+Desktop+Case&tag=bgfg-pc-builder-us-20
Antec NX100 ATX Mid Tower Case,,,ATX Mid Tower,Black / Gray,None,Acrylic,N/A,2,https://www.amazon.com/s?k=Antec+NX100+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Jonsbo A4 Ver1.1 ATX Mini Tower Case,,,ATX Mini Tower,Silver,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=Jonsbo+A4+Ver1.1+ATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
darkFlash DLS 480 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=darkFlash+DLS+480+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
SilentiumPC Armis AR6Q EVO ARGB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=SilentiumPC+Armis+AR6Q+EVO+ARGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
SilentiumPC Astrum AT6V EVO ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=SilentiumPC+Astrum+AT6V+EVO+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Azza Luminous 110 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Azza+Luminous+110+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Azza Luminous 110RF1 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Azza+Luminous+110RF1+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
SilentiumPC Signum SG1M ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,N/A,2,https://www.amazon.com/s?k=SilentiumPC+Signum+SG1M+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool Trinity Mini V2 MicroATX Mini Tower Case,,,MicroATX Mini Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Aerocool+Trinity+Mini+V2+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool Trinity Mini V2 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Pink,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Aerocool+Trinity+Mini+V2+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
GAMDIAS ARGUS E2 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=GAMDIAS+ARGUS+E2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GAMDIAS ARGUS M3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=GAMDIAS+ARGUS+M3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Azza Opus 809 ATX Mid Tower Case,,$349.99,ATX Mid Tower,Silver / Black,None,Tinted Tempered Glass,N/A,1,https://www.amazon.com/dp/B09KLJDJQS?tag=bgfg-pc-builder-us-20
SilentiumPC Ventum VT4V EVO TG ARGB ATX Mid Tower Case,,,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=SilentiumPC+Ventum+VT4V+EVO+TG+ARGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
