name,rating,price,screen size,resolution,refresh rate,response time (G2G),panel type,aspect ratio,link
"LG 34GK950F-B 34.0"" 3440 x 1440 144 Hz Curved Monitor",4.9,$896.99,"34""",3440 x 1440,144 Hz,1 ms,IPS,21:9,https://www.amazon.com/dp/B0798Q8KG4?tag=bgfg-pc-builder-us-20
"Gigabyte AORUS CV27Q 27.0"" 2560 x 1440 165 Hz Curved Monitor",5.0,,"27""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Gigabyte+AORUS+CV27Q+27.0%22+2560+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"BenQ Zowie RL2455S 24.0"" 1920 x 1080 75 Hz Monitor",4.0,,"24""",1920 x 1080,75 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+Zowie+RL2455S+24.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK GFV27DAB 27.0"" 2560 x 1440 144 Hz Monitor",5.0,$242.99,"27""",2560 x 1440,144 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B086ZZBPY9?tag=bgfg-pc-builder-us-20
"Lenovo L27q-30 27.0"" 2560 x 1440 75 Hz Monitor",,$498.98,"27""",2560 x 1440,75 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B089FMXYHT?tag=bgfg-pc-builder-us-20
"ViewSonic VX2768-2KP-MHD OMNI 27.0"" 2560 x 1440 144 Hz Monitor",5.0,$189.99,"27""",2560 x 1440,144 Hz,3 ms,IPS,16:9,https://www.amazon.com/dp/B08ND5PHND?tag=bgfg-pc-builder-us-20
"MSI MPG ARTYMIS 343CQR 34.0"" 3440 x 1440 165 Hz Curved Monitor",,$699.99,"34""",3440 x 1440,165 Hz,N/A,VA,21:9,https://www.amazon.com/dp/B08NT54XWZ?tag=bgfg-pc-builder-us-20
"Acer XF273 Zbmiiprx 27.0"" 1920 x 1080 240 Hz Monitor",,$349.99,"27""",1920 x 1080,240 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B095X4T1XY?tag=bgfg-pc-builder-us-20
"Acer XV322QU Pbmiipprzx 31.5"" 2560 x 1440 165 Hz Monitor",,,"31.5""",2560 x 1440,165 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Acer+XV322QU+Pbmiipprzx+31.5%22+2560+x+1440+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix G27C6 27.0"" 1920 x 1080 165 Hz Curved Monitor",,$162.98,"27""",1920 x 1080,165 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B08YN8CZKT?tag=bgfg-pc-builder-us-20
"Acer Vero B7 B247Y E 23.8"" 1920 x 1080 100 Hz Monitor",,$147.13,"23.8""",1920 x 1080,100 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B0C5CFZL1M?tag=bgfg-pc-builder-us-20
"Acer XV340CK Pbmiipphzx 34.0"" 3440 x 1440 144 Hz Monitor",4.2,$449.99,"34""",3440 x 1440,144 Hz,N/A,IPS,21:9,https://www.amazon.com/s?k=Acer+XV340CK+Pbmiipphzx+34.0%22+3440+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI G321Q 31.5"" 2560 x 1440 170 Hz Monitor",,,"31.5""",2560 x 1440,170 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=MSI+G321Q+31.5%22+2560+x+1440+170+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ASRock Phantom Gaming PG34QRT3A 34.0"" 3440 x 1440 180 Hz Curved Monitor",,,"34""",3440 x 1440,180 Hz,N/A,VA,21:9,https://www.amazon.com/s?k=ASRock+Phantom+Gaming+PG34QRT3A+34.0%22+3440+x+1440+180+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Dell P2423DE 24.0"" 2560 x 1440 60 Hz Monitor",,$336.99,"24""",2560 x 1440,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B09WJ8DV27?tag=bgfg-pc-builder-us-20
"Samsung ViewFinity S65UA 34.0"" 3440 x 1440 100 Hz Curved Monitor",,$391.76,"34""",3440 x 1440,100 Hz,5 ms,VA,21:9,https://www.amazon.com/dp/B0BLT79X2G?tag=bgfg-pc-builder-us-20
"Pixio PX27U Wave 27.0"" 3840 x 2160 160 Hz Monitor",,$319.99,"27""",3840 x 2160,160 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B0D98VD3V6?tag=bgfg-pc-builder-us-20
"Asus ROG Strix XG32VC 31.5"" 2560 x 1440 170 Hz Curved Monitor",,$489.99,"31.5""",2560 x 1440,170 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B08GL5DPJH?tag=bgfg-pc-builder-us-20
"Samsung LS24H851QFNXZA 23.8"" 2560 x 1440 60 Hz Monitor",,$379.99,"23.8""",2560 x 1440,60 Hz,5 ms,PLS,16:9,https://www.amazon.com/dp/B07STYFWC5?tag=bgfg-pc-builder-us-20
"Lenovo G24qe-20 23.8"" 2560 x 1440 110 Hz Monitor",,$259.99,"23.8""",2560 x 1440,110 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Lenovo+G24qe-20+23.8%22+2560+x+1440+110+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG UltraFine 32UQ750-W 31.5"" 3840 x 2160 144 Hz Monitor",,$596.99,"31.5""",3840 x 2160,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=LG+UltraFine+32UQ750-W+31.5%26quot%3B+3840+x+2160+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus VZ279QG1R 27.0"" 1920 x 1080 75 Hz Monitor",,$149.00,"27""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0BQQ7NZHJ?tag=bgfg-pc-builder-us-20
"MSI OPTIX MAG240CR 23.6"" 1920 x 1080 144 Hz Curved Monitor",,$127.98,"23.6""",1920 x 1080,144 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=MSI+OPTIX+MAG240CR+23.6%26quot%3B+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX2476-SMHD 23.8"" 1920 x 1080 75 Hz Monitor",5.0,$149.99,"23.8""",1920 x 1080,75 Hz,14 ms,IPS,16:9,https://www.amazon.com/dp/B01GV9H1RS?tag=bgfg-pc-builder-us-20
"Samsung S22R350FHN 21.5"" 1920 x 1080 75 Hz Monitor",,$170.67,"21.5""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B083W8PJPB?tag=bgfg-pc-builder-us-20
"Asus VA24EQSB 23.8"" 1920 x 1080 75 Hz Monitor",,$199.00,"23.8""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B09XJPVLM9?tag=bgfg-pc-builder-us-20
"Acer UM.HQ1AA.E01 27.0"" 1920 x 1080 100 Hz Monitor",,$159.98,"27""",1920 x 1080,100 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Acer+UM.HQ1AA.E01+27.0%26quot%3B+1920+x+1080+100+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung T45F 27.0"" 1920 x 1080 75 Hz Monitor",,$149.99,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08CLWH66J?tag=bgfg-pc-builder-us-20
"HP VH22 21.5"" 1920 x 1080 60 Hz Monitor",,$289.00,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/dp/B01ILWOEVO?tag=bgfg-pc-builder-us-20
"iiyama Prolite XUB2792UHSU-B1 27.0"" 3840 x 2160 60 Hz Monitor",,,"27""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=iiyama+Prolite+XUB2792UHSU-B1+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI MAG 274QRF QD E2 27.0"" 2560 x 1440 180 Hz Monitor",,,"27""",2560 x 1440,180 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=MSI+MAG+274QRF+QD+E2+27.0%22+2560+x+1440+180+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix MPG341CQR 34.0"" 3440 x 1440 144 Hz Curved Monitor",4.4,$699.99,"34""",3440 x 1440,144 Hz,1 ms,VA,21:9,https://www.amazon.com/s?k=MSI+Optix+MPG341CQR+34.0%22+3440+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"LG 32UL500-W 32.0"" 3840 x 2160 60 Hz Monitor",,$296.99,"32""",3840 x 2160,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B088G1PKKN?tag=bgfg-pc-builder-us-20
"MSI Optix MAG2732 27.0"" 1920 x 1080 165 Hz Monitor",,$199.99,"27""",1920 x 1080,165 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09PF9LFGG?tag=bgfg-pc-builder-us-20
"MSI Optix MEG381CQR Plus 37.5"" 3840 x 1600 175 Hz Curved Monitor",,$1592.81,"37.5""",3840 x 1600,175 Hz,N/A,IPS,12:5,https://www.amazon.com/dp/B09PF83BB5?tag=bgfg-pc-builder-us-20
"Asus VP249QGR 23.8"" 1920 x 1080 144 Hz Monitor",,$159.99,"23.8""",1920 x 1080,144 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B083FMP35T?tag=bgfg-pc-builder-us-20
"BenQ GW2790QT 27.0"" 2560 x 1440 75 Hz Monitor",,$279.99,"27""",2560 x 1440,75 Hz,5 ms,N/A,16:9,https://www.amazon.com/dp/B0BVXYJXK7?tag=bgfg-pc-builder-us-20
"MSI MPG Artymis 273CQRX-QD 27.0"" 2560 x 1440 240 Hz Curved Monitor",,$599.00,"27""",2560 x 1440,240 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=MSI+MPG+Artymis+273CQRX-QD+27.0%26quot%3B+2560+x+1440+240+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Dell P2415Q 23.8"" 3840 x 2160 60 Hz Monitor",5.0,,"23.8""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Dell+P2415Q+23.8%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell U2515H 25.0"" 2560 x 1440 60 Hz Monitor",4.9,$539.99,"25""",2560 x 1440,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B00SPWPF1O?tag=bgfg-pc-builder-us-20
"BenQ PD2700Q 27.0"" 2560 x 1440 60 Hz Monitor",5.0,$309.98,"27""",2560 x 1440,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B01K1INYWG?tag=bgfg-pc-builder-us-20
"BenQ XL2540 24.5"" 1920 x 1080 240 Hz Monitor",5.0,,"24.5""",1920 x 1080,240 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+XL2540+24.5%22+1920+x+1080+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer KG221Q 21.5"" 1920 x 1080 75 Hz Monitor",4.4,,"21.5""",1920 x 1080,75 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Acer+KG221Q+21.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell U3818DW 38.0"" 3840 x 1600 60 Hz Curved Monitor",,$2325.20,"38""",3840 x 1600,60 Hz,5 ms,IPS,12:5,https://www.amazon.com/dp/B073FHWTPL?tag=bgfg-pc-builder-us-20
"LG 29UM69G-B 29.0"" 2560 x 1080 75 Hz Monitor",,$269.99,"29""",2560 x 1080,75 Hz,5 ms,IPS,21:9,https://www.amazon.com/dp/B06Y634VP9?tag=bgfg-pc-builder-us-20
"Acer KG271B 27.0"" 1920 x 1080 240 Hz Monitor",5.0,,"27""",1920 x 1080,240 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Acer+KG271B+27.0%22+1920+x+1080+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell U2518D 25.0"" 2560 x 1440 60 Hz Monitor",4.5,$598.29,"25""",2560 x 1440,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B075KGLYRL?tag=bgfg-pc-builder-us-20
"MSI Optix AG32CQ 31.5"" 2560 x 1440 144 Hz Curved Monitor",3.7,,"31.5""",2560 x 1440,144 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=MSI+Optix+AG32CQ+31.5%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Sceptre U275W-4000R 27.0"" 3840 x 2160 60 Hz Monitor",5.0,,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Sceptre+U275W-4000R+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus VA249HE 23.8"" 1920 x 1080 60 Hz Monitor",2.5,$119.99,"23.8""",1920 x 1080,60 Hz,5 ms,VA,16:9,https://www.amazon.com/dp/B07HH86RT6?tag=bgfg-pc-builder-us-20
"Kogan KAMN27CQ1LA 27.0"" 2560 x 1440 144 Hz Curved Monitor",,,"27""",2560 x 1440,144 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=Kogan+KAMN27CQ1LA+27.0%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Cooler Master GM27-CF 27.0"" 1920 x 1080 165 Hz Curved Monitor",,,"27""",1920 x 1080,165 Hz,3 ms,N/A,16:9,https://www.amazon.com/s?k=Cooler+Master+GM27-CF+27.0%22+1920+x+1080+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Asus ROG Strix XG279Q 27.0"" 2560 x 1440 170 Hz Monitor",5.0,$509.00,"27""",2560 x 1440,170 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B083Z8JXW6?tag=bgfg-pc-builder-us-20
"Samsung C32JG56 32.0"" 2560 x 1440 144 Hz Curved Monitor",,,"32""",2560 x 1440,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+C32JG56+32.0%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Dell UltraSharp U2520D 25.0"" 2560 x 1440 60 Hz Monitor",,$331.00,"25""",2560 x 1440,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B086H1FH97?tag=bgfg-pc-builder-us-20
"HP X24c 23.6"" 1920 x 1080 144 Hz Curved Monitor",,$148.05,"23.6""",1920 x 1080,144 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B08CPQ4ZL6?tag=bgfg-pc-builder-us-20
"Acer ED273 wmidx 27.0"" 1920 x 1080 60 Hz Curved Monitor",,$199.99,"27""",1920 x 1080,60 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B07BKBLSNH?tag=bgfg-pc-builder-us-20
"Acer GF276 Abmipx 27.0"" 1920 x 1080 75 Hz Monitor",,,"27""",1920 x 1080,75 Hz,1 ms,N/A,16:9,https://www.amazon.com/s?k=Acer+GF276+Abmipx+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer KA272 Abi 27.0"" 1920 x 1080 Monitor",,$165.00,"27""",1920 x 1080,N/A,N/A,VA,16:9,https://www.amazon.com/dp/B09JS5RBRR?tag=bgfg-pc-builder-us-20
"Acer KB242Y Abi 23.8"" 1920 x 1080 75 Hz Monitor",,$171.77,"23.8""",1920 x 1080,75 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B0B9CFNQV2?tag=bgfg-pc-builder-us-20
"Acer SA241Y bi 23.8"" 1920 x 1080 75 Hz Monitor",,,"23.8""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Acer+SA241Y+bi+23.8%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell U2722D 27.0"" 2560 x 1440 60 Hz Monitor",,$404.50,"27""",2560 x 1440,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0954Q2B9N?tag=bgfg-pc-builder-us-20
"Asus VY249HE-W 23.8"" 1920 x 1080 75 Hz Monitor",,$134.00,"23.8""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09TV5RSNK?tag=bgfg-pc-builder-us-20
"KTC G42P5 42.0"" 3840 x 2160 138 Hz Monitor",,$1299.99,"42""",3840 x 2160,138 Hz,0.1 ms,OLED,16:9,https://www.amazon.com/dp/B0B5X93TWS?tag=bgfg-pc-builder-us-20
"Acer Predator X25 bmiiprzx 24.5"" 1920 x 1080 360 Hz Monitor",,$484.99,"24.5""",1920 x 1080,360 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0945FB39H?tag=bgfg-pc-builder-us-20
"Pixio PX32U WAVE 32.0"" 3840 x 2160 144 Hz Monitor",,,"32""",3840 x 2160,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=Pixio+PX32U+WAVE+32.0%22+3840+x+2160+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer RG321QU Pbiipx 31.5"" 2560 x 1440 165 Hz Monitor",,$379.99,"31.5""",2560 x 1440,165 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09MZQG5H8?tag=bgfg-pc-builder-us-20
"BenQ GW3290QT 31.5"" 2560 x 1440 75 Hz Monitor",,$378.42,"31.5""",2560 x 1440,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0BVYV4BVG?tag=bgfg-pc-builder-us-20
"LG 34WP500-B 34.0"" 2560 x 1080 75 Hz Monitor",,$329.99,"34""",2560 x 1080,75 Hz,5 ms,IPS,21:9,https://www.amazon.com/s?k=LG+34WP500-B+34.0%22+2560+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer EB321HQ Awi 31.5"" 1920 x 1080 60 Hz Monitor",,$199.00,"31.5""",1920 x 1080,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B0797M3SVG?tag=bgfg-pc-builder-us-20
"Cooler Master GP57ZS 57.0"" 7680 x 2160 120 Hz Curved Monitor",,,"57""",7680 x 2160,120 Hz,1 ms,Mini LED VA,32:9,https://www.amazon.com/s?k=Cooler+Master+GP57ZS+57.0%22+7680+x+2160+120+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo Q24h-10 23.8"" 2560 x 1440 75 Hz Monitor",,$239.99,"23.8""",2560 x 1440,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B08D6SKVVN?tag=bgfg-pc-builder-us-20
"MSI PRO MP241CAW 23.6"" 1920 x 1080 75 Hz Curved Monitor",,$89.99,"23.6""",1920 x 1080,75 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B0C4N19HPQ?tag=bgfg-pc-builder-us-20
"Philips 499P9H 48.8"" 5120 x 1440 70 Hz Curved Monitor",,$1199.99,"48.8""",5120 x 1440,70 Hz,5 ms,VA,32:9,https://www.amazon.com/s?k=Philips+499P9H+48.8%22+5120+x+1440+70+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer PREDATOR X32 FP 32.0"" 3840 x 2160 165 Hz Monitor",,,"32""",3840 x 2160,165 Hz,1 ms,Mini LED IPS,16:9,https://www.amazon.com/s?k=Acer+PREDATOR+X32+FP+32.0%26quot%3B+3840+x+2160+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung C32HG70 31.5"" 2560 x 1440 144 Hz Curved Monitor",4.7,,"31.5""",2560 x 1440,144 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+C32HG70+31.5%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"iiyama G-MASTER RED EAGLE 24.0"" 1920 x 1080 144 Hz Monitor",,,"24""",1920 x 1080,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=iiyama+G-MASTER+RED+EAGLE+24.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell Alienware AW3418HW 34.1"" 2560 x 1080 120 Hz Curved Monitor",5.0,,"34.14""",2560 x 1080,120 Hz,4 ms,IPS,21:9,https://www.amazon.com/s?k=Dell+Alienware+AW3418HW+34.1%22+2560+x+1080+120+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"AOC 22V2H 21.5"" 1920 x 1080 75 Hz Monitor",4.8,,"21.5""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+22V2H+21.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell D2719HGF 27.0"" 1920 x 1080 144 Hz Monitor",4.6,,"27""",1920 x 1080,144 Hz,2 ms,TN,16:9,https://www.amazon.com/s?k=Dell+D2719HGF+27.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Pixio PXC243 23.6"" 1920 x 1080 144 Hz Curved Monitor",5.0,,"23.6""",1920 x 1080,144 Hz,3 ms,VA,16:9,https://www.amazon.com/s?k=Pixio+PXC243+23.6%22+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK GNV34DBE 34.0"" 3440 x 1440 144 Hz Curved Monitor",4.7,$369.99,"34""",3440 x 1440,144 Hz,4 ms,VA,21:9,https://www.amazon.com/dp/B086BLFMZW?tag=bgfg-pc-builder-us-20
"Pixio PX279P 27.0"" 1920 x 1080 240 Hz Monitor",,,"27""",1920 x 1080,240 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=Pixio+PX279P+27.0%22+1920+x+1080+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 24ML44B-B 23.8"" 1920 x 1080 75 Hz Monitor",,$149.88,"23.8""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0894YRW6T?tag=bgfg-pc-builder-us-20
"MSI G2712V 27.0"" 1920 x 1080 100 Hz Monitor",,$109.99,"27""",1920 x 1080,100 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0CBQSVPPF?tag=bgfg-pc-builder-us-20
"Samsung LS27CG512ENXZA 27.0"" 2560 x 1440 165 Hz Monitor",,$249.99,"27""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B0BYGL52YQ?tag=bgfg-pc-builder-us-20
"Philips 322E1C 31.5"" 1920 x 1080 75 Hz Curved Monitor",,$206.71,"31.5""",1920 x 1080,75 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B083FJ8TSJ?tag=bgfg-pc-builder-us-20
"ViewSonic VX2452mh 23.6"" 1920 x 1080 60 Hz Monitor",4.9,$129.99,"23.6""",1920 x 1080,60 Hz,2 ms,TN,16:9,https://www.amazon.com/dp/B00EZSUVHK?tag=bgfg-pc-builder-us-20
"HP OMEN 25i 24.5"" 1920 x 1080 165 Hz Monitor",,$219.99,"24.5""",1920 x 1080,165 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B095JYD12X?tag=bgfg-pc-builder-us-20
"HP M24FW 23.8"" 1920 x 1080 75 Hz Monitor",,$129.99,"23.8""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B091FP5THY?tag=bgfg-pc-builder-us-20
"Asus VA24DQF 23.8"" 1920 x 1080 100 Hz Monitor",,$114.00,"23.8""",1920 x 1080,100 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0CC7SWN7Z?tag=bgfg-pc-builder-us-20
"Acer Predator CG437K Pbmiiippuzx 43.0"" 3840 x 2160 120 Hz Monitor",3.0,$1389.00,"43""",3840 x 2160,120 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B07Z1212CQ?tag=bgfg-pc-builder-us-20
"MSI Modern MD271CPW 27.0"" 1920 x 1080 75 Hz Curved Monitor",,$174.99,"27""",1920 x 1080,75 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B09S3YZ9GT?tag=bgfg-pc-builder-us-20
"Dell U2718Q 27.0"" 3840 x 2160 60 Hz Monitor",4.7,$679.00,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B073VYVX5S?tag=bgfg-pc-builder-us-20
"Dell E1916HV 18.5"" 1366 x 768 60 Hz Monitor",4.0,$102.88,"18.51""",1366 x 768,60 Hz,5 ms,TN,16:9,https://www.amazon.com/dp/B012AQINMI?tag=bgfg-pc-builder-us-20
"LG 27UL850-W 27.0"" 3840 x 2160 60 Hz Monitor",,$496.99,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=LG+27UL850-W+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 27MP400-B 27.0"" 1920 x 1080 75 Hz Monitor",,$156.99,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=LG+27MP400-B+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung T45F 24.0"" 1920 x 1080 75 Hz Monitor",,$169.99,"24""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B09S323KXV?tag=bgfg-pc-builder-us-20
"LG 34CB99-W 34.0"" 3440 x 1440 60 Hz Curved Monitor",,$1332.90,"34""",3440 x 1440,60 Hz,5 ms,IPS,21:9,https://www.amazon.com/dp/B072JRQYRH?tag=bgfg-pc-builder-us-20
"MSI Optix G242 23.8"" 1920 x 1080 144 Hz Monitor",5.0,,"23.8""",1920 x 1080,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=MSI+Optix+G242+23.8%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix MAG321QR 31.5"" 2560 x 1440 165 Hz Monitor",,$379.99,"31.5""",2560 x 1440,165 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09GWDQK2N?tag=bgfg-pc-builder-us-20
"Acer SA270 Bbix 27.0"" 1920 x 1080 75 Hz Monitor",,$139.99,"27""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08CYBHTT4?tag=bgfg-pc-builder-us-20
"AOC i2367Fh 23.0"" 1920 x 1080 60 Hz Monitor",4.5,,"23""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+i2367Fh+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG M2901SCBN 29.0"" 1366 x 480 Monitor",,,"29""",1366 x 480,N/A,8 ms,IPS,683:240,https://www.amazon.com/s?k=LG+M2901SCBN+29.0%22+1366+x+480+Monitor&tag=bgfg-pc-builder-us-20
"Asus VC239H 23.0"" 1920 x 1080 60 Hz Monitor",4.6,,"23""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+VC239H+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC G2260VWQ6 21.5"" 1920 x 1080 75 Hz Monitor",4.5,,"21.5""",1920 x 1080,75 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=AOC+G2260VWQ6+21.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer Predator XB2 24.5"" 1920 x 1080 240 Hz Monitor",5.0,,"24.5""",1920 x 1080,240 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Acer+Predator+XB2+24.5%22+1920+x+1080+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus ROG Strix XG32VQ 31.5"" 2560 x 1440 144 Hz Curved Monitor",4.5,$1719.87,"31.5""",2560 x 1440,144 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B077K87CWL?tag=bgfg-pc-builder-us-20
